Age,"Height, cm",Weight,Place of birth,Gold,Silver,Bronze,Total,Sport,Sex_F,Sex_M
19,159.0,54.0,79,0,0,0,0,12,1,0
25,180.0,60.0,112,0,0,0,0,2,0,1
20,164.0,50.0,97,0,0,0,0,20,1,0
26,174.0,70.0,97,0,0,0,0,20,1,0
31,164.0,59.0,97,0,0,0,0,10,1,0
24,174.0,60.0,97,0,0,0,0,4,0,1
21,180.0,84.0,97,0,0,0,0,4,0,1
32,175.0,58.0,97,0,0,0,0,16,1,0
26,180.0,76.0,97,0,0,0,0,11,0,1
25,160.0,54.0,79,0,0,0,0,21,1,0
24,185.0,68.0,62,1,1,0,2,6,0,1
20,154.0,52.0,124,0,0,0,0,1,1,0
23,177.0,69.0,105,0,0,0,0,2,0,1
25,180.0,74.0,61,0,0,0,0,11,0,1
26,168.0,63.0,61,0,0,0,0,11,1,0
27,179.0,73.0,32,0,0,0,0,11,0,1
23,190.0,75.0,101,0,0,0,0,2,0,1
22,190.0,74.0,62,0,0,0,0,2,0,1
23,170.0,102.0,42,0,0,0,0,2,1,0
22,188.0,86.0,162,0,0,0,0,6,0,1
19,179.0,75.0,178,0,0,0,0,2,0,1
23,183.0,75.0,66,0,0,0,0,2,0,1
27,163.0,54.0,112,0,0,0,0,5,1,0
32,175.0,55.0,62,0,0,0,0,13,1,0
25,196.0,80.0,93,0,0,0,0,2,0,1
32,165.0,67.0,62,0,0,0,0,11,1,0
28,170.0,73.0,186,0,0,0,0,4,0,1
24,176.0,64.0,62,0,0,0,0,2,1,0
23,176.0,58.0,89,0,0,0,0,6,1,0
30,174.0,54.0,165,0,0,0,0,7,1,0
21,177.0,75.0,79,0,0,0,0,11,0,1
26,202.0,92.0,62,1,1,0,2,6,0,1
21,173.0,73.0,186,0,0,1,1,6,1,0
23,178.0,68.0,178,0,0,0,0,2,0,1
23,178.0,65.0,32,0,0,0,0,2,0,1
25,182.0,88.0,70,0,0,1,1,20,0,1
25,179.0,64.0,144,0,0,0,0,2,0,1
22,182.0,81.0,178,0,0,0,0,11,0,1
26,191.0,84.0,66,0,0,0,0,2,0,1
29,180.0,95.0,66,0,0,0,0,2,0,1
33,183.0,93.0,186,0,0,0,0,2,1,0
26,164.0,52.0,116,0,0,0,0,2,0,1
36,193.0,98.0,186,0,1,0,1,6,0,1
24,174.0,60.0,37,0,0,0,0,10,1,0
25,168.0,60.0,37,0,0,0,0,10,1,0
25,174.0,60.0,37,0,0,0,0,2,0,1
22,175.0,65.0,37,0,0,0,0,6,1,0
27,170.0,55.0,37,0,0,0,0,14,1,0
22,192.0,78.0,37,0,0,0,0,2,0,1
26,182.0,76.0,37,0,0,0,0,9,0,1
27,181.0,110.0,37,0,0,0,0,2,1,0
23,174.0,70.0,37,0,0,0,0,2,1,0
23,157.0,50.0,37,0,0,0,0,9,1,0
23,186.0,84.0,37,0,0,0,0,19,0,1
30,164.0,55.0,37,0,0,0,0,4,0,1
22,180.0,130.0,177,0,0,0,0,2,1,0
22,199.0,98.0,37,0,0,0,0,6,0,1
18,165.0,55.0,37,0,0,1,1,6,1,0
33,179.0,93.0,37,0,0,0,0,2,1,0
22,172.0,56.0,37,0,0,0,0,2,1,0
18,193.0,82.0,37,0,0,1,1,6,0,1
26,168.0,52.0,37,0,0,0,0,2,1,0
24,180.0,70.0,37,0,0,0,0,2,0,1
22,172.0,55.0,37,0,0,0,0,2,0,1
24,184.0,84.0,37,0,0,0,0,2,0,1
27,172.0,60.0,37,0,0,0,0,20,1,0
30,200.0,120.0,37,0,0,0,0,4,0,1
18,166.0,65.0,37,0,0,0,0,10,1,0
27,168.0,65.0,24,0,0,0,0,2,1,0
30,191.0,96.0,168,0,0,0,0,4,0,1
21,186.0,70.0,50,0,0,0,0,6,0,1
31,172.0,60.0,189,0,0,0,0,4,0,1
21,181.0,75.0,165,0,0,0,0,6,0,1
23,192.0,115.0,81,0,0,0,0,4,0,1
20,164.0,58.0,172,0,0,0,0,13,1,0
23,185.0,73.0,186,0,0,0,0,11,1,0
24,185.0,85.0,58,0,0,0,0,6,0,1
21,196.0,82.0,129,0,0,0,0,6,0,1
42,168.0,73.0,2,0,0,0,0,2,1,0
16,166.0,62.0,28,0,0,0,0,6,0,1
30,178.0,79.0,97,0,0,0,0,16,1,0
29,165.0,45.0,97,0,0,0,0,2,1,0
20,166.0,59.0,186,0,0,0,0,6,1,0
24,164.0,66.0,93,0,0,0,0,1,0,1
21,174.0,54.0,156,0,0,0,0,2,1,0
35,185.0,86.0,26,0,0,0,0,11,0,1
29,168.0,89.0,177,0,0,0,0,2,1,0
20,168.0,60.0,177,0,0,0,0,2,0,1
31,161.0,70.0,177,0,0,0,0,9,1,0
21,163.0,53.0,37,0,0,0,0,5,0,1
30,162.0,53.0,101,0,0,0,0,2,1,0
20,180.0,80.0,189,0,0,0,0,20,0,1
24,183.0,82.0,11,0,0,0,0,3,1,0
38,185.0,85.0,168,0,0,0,0,13,0,1
30,169.0,58.0,168,0,0,0,0,5,1,0
25,173.0,60.0,70,0,0,0,0,2,1,0
23,184.0,82.0,61,0,0,0,0,11,0,1
26,170.0,64.0,61,0,0,0,0,11,0,1
24,177.0,71.0,61,0,0,0,0,11,0,1
42,164.0,54.0,61,0,0,0,0,13,1,0
29,178.0,76.0,66,0,0,0,0,9,0,1
23,190.0,65.0,70,0,0,0,0,2,0,1
23,188.0,90.0,68,0,0,0,0,1,0,1
18,171.0,68.0,70,0,0,0,0,6,1,0
26,180.0,52.0,129,0,0,0,0,13,0,1
30,192.0,115.0,49,0,0,0,0,9,0,1
24,183.0,79.0,151,0,0,0,0,11,0,1
19,169.0,61.0,167,0,0,0,0,6,1,0
22,174.0,62.0,0,0,0,0,0,3,1,0
25,173.0,60.0,93,0,0,0,0,2,1,0
32,202.0,120.0,37,0,0,0,0,4,0,1
24,174.0,72.0,37,0,0,0,0,19,1,0
25,160.0,50.0,37,0,0,0,0,2,1,0
22,172.0,63.0,37,0,0,0,0,6,1,0
40,170.0,61.0,37,0,0,0,0,12,0,1
29,190.0,86.0,37,0,0,0,0,2,0,1
24,185.0,118.0,37,0,0,0,0,2,1,0
24,171.0,62.0,37,0,0,0,0,6,1,0
25,165.0,52.0,37,0,0,0,0,15,1,0
41,165.0,64.0,37,0,0,0,0,9,1,0
23,181.0,70.0,37,0,0,0,0,6,1,0
23,208.0,91.0,61,0,0,0,0,6,0,1
30,169.0,60.0,45,0,0,0,0,2,0,1
33,170.0,76.0,57,0,0,0,0,9,0,1
19,193.0,83.0,66,0,0,0,0,6,0,1
17,178.0,80.0,66,0,0,0,0,6,1,0
29,168.0,61.0,90,0,0,0,0,2,1,0
32,171.0,67.0,89,0,0,0,0,16,1,0
31,175.0,61.0,108,0,0,0,0,2,1,0
26,168.0,56.0,184,0,0,0,0,2,1,0
24,171.0,69.0,145,0,0,0,0,11,1,0
27,195.0,98.0,62,0,0,0,0,11,0,1
23,194.0,81.0,151,0,0,1,1,6,0,1
21,182.0,70.0,151,0,0,0,0,6,0,1
28,188.0,88.0,186,2,2,1,5,6,0,1
32,177.0,77.0,89,0,0,0,0,9,0,1
19,159.0,62.0,24,0,0,0,0,20,1,0
22,180.0,68.0,184,0,0,0,0,2,1,0
22,161.0,58.0,112,0,0,0,0,5,0,1
25,177.0,106.0,167,0,0,0,0,2,0,1
27,180.0,69.0,164,0,0,0,0,2,0,1
22,188.0,88.0,186,0,0,0,0,18,0,1
21,172.0,69.0,189,0,0,0,0,2,0,1
24,170.0,57.0,94,0,0,0,0,2,0,1
42,190.0,87.0,168,0,0,0,0,11,0,1
17,175.0,58.0,44,0,0,0,0,2,1,0
23,167.0,56.0,57,0,0,0,0,9,0,1
22,174.0,62.0,57,0,0,0,0,2,0,1
33,170.0,60.0,42,0,0,0,0,2,0,1
24,181.0,70.0,57,0,0,0,0,2,0,1
28,154.0,47.0,116,0,0,0,0,2,1,0
20,174.0,60.0,7,0,0,0,0,11,1,0
28,175.0,132.0,74,0,0,0,0,17,0,1
32,191.0,87.0,57,0,0,0,0,3,0,1
24,170.0,63.0,57,0,0,0,0,3,1,0
23,168.0,66.0,165,0,0,0,0,9,0,1
25,173.0,66.0,81,0,0,0,0,4,0,1
26,177.0,70.0,184,0,0,0,0,2,0,1
26,201.0,92.0,186,0,0,0,0,16,0,1
22,165.0,50.0,62,0,0,0,0,2,1,0
24,178.0,84.0,179,0,0,0,0,4,0,1
36,168.0,53.0,84,0,0,0,0,2,1,0
23,186.0,75.0,66,0,0,0,0,6,0,1
26,163.0,61.0,186,0,0,0,0,5,1,0
24,194.0,93.0,150,0,0,0,0,6,0,1
24,180.0,71.0,81,0,0,0,0,15,0,1
27,188.0,95.0,46,0,0,0,0,11,0,1
39,187.0,101.0,46,0,0,0,0,11,0,1
24,177.0,70.0,151,0,0,0,0,6,1,0
30,185.0,80.0,32,0,0,0,0,11,0,1
28,175.0,60.0,186,0,0,0,0,2,1,0
22,171.0,58.0,66,0,0,0,0,6,1,0
23,171.0,68.0,37,0,0,0,0,2,1,0
18,156.0,45.0,37,0,0,0,0,2,1,0
23,175.0,62.0,37,0,1,0,1,6,1,0
23,182.0,76.0,37,0,0,1,1,6,0,1
20,178.0,65.0,129,0,0,0,0,2,1,0
28,175.0,58.0,178,0,0,0,0,2,1,0
27,180.0,81.0,7,0,0,0,0,1,0,1
28,161.0,56.0,7,0,0,0,0,10,1,0
31,178.0,72.0,114,0,0,0,0,2,0,1
20,175.0,65.0,135,0,0,0,0,6,1,0
27,191.0,104.0,66,0,0,0,0,2,0,1
24,182.0,68.0,70,0,0,0,0,2,0,1
33,153.0,51.0,32,0,0,0,0,9,1,0
23,177.0,65.0,62,0,0,0,0,8,0,1
43,164.0,62.0,29,0,0,0,0,9,1,0
36,176.0,75.0,24,0,0,0,0,9,0,1
27,189.0,78.0,151,0,0,0,0,2,0,1
33,157.0,62.0,188,0,0,0,0,12,1,0
22,183.0,76.0,82,0,0,0,0,2,0,1
32,181.0,85.0,168,0,0,0,0,12,0,1
21,171.0,60.0,168,0,0,0,0,9,1,0
15,153.0,60.0,183,0,0,0,0,6,1,0
26,165.0,62.0,37,1,0,0,1,5,0,1
24,172.0,60.0,184,0,0,0,0,2,1,0
32,183.0,76.0,70,0,0,0,0,6,0,1
32,178.0,77.0,66,0,0,0,0,11,1,0
30,152.0,44.0,117,0,0,0,0,2,1,0
30,180.0,70.0,66,0,0,0,0,11,1,0
27,180.0,75.0,186,0,0,0,0,13,1,0
33,167.0,53.0,72,0,0,0,0,6,1,0
27,190.0,80.0,24,0,0,0,0,2,0,1
28,186.0,80.0,151,0,0,0,0,2,1,0
31,189.0,121.0,151,0,0,0,0,2,0,1
26,188.0,84.0,186,0,0,0,0,2,0,1
24,172.0,81.0,81,0,0,0,0,1,0,1
29,168.0,55.0,186,0,0,0,0,7,1,0
33,182.0,61.0,66,0,0,0,0,2,0,1
27,191.0,82.0,129,0,0,0,0,20,0,1
30,170.0,56.0,37,0,0,0,0,9,1,0
31,178.0,62.0,50,0,0,0,0,8,1,0
23,157.0,48.0,66,0,0,0,0,1,1,0
25,164.0,44.0,59,0,0,0,0,2,1,0
19,172.0,57.0,155,0,0,0,0,2,1,0
45,172.0,60.0,168,0,0,0,0,11,1,0
26,167.0,58.0,66,0,0,0,0,2,1,0
20,178.0,60.0,66,0,0,0,0,8,1,0
25,184.0,70.0,57,0,0,0,0,2,0,1
21,198.0,100.0,49,0,0,0,0,1,0,1
23,181.0,85.0,169,0,0,0,0,6,0,1
25,167.0,59.0,66,0,0,0,0,11,0,1
32,176.0,61.0,11,0,0,0,0,13,1,0
27,184.0,81.0,179,0,0,0,0,16,0,1
22,177.0,69.0,37,0,0,0,0,3,1,0
25,172.0,62.0,37,0,0,0,0,10,1,0
27,184.0,100.0,37,0,0,0,0,2,1,0
31,174.0,70.0,37,0,0,0,0,10,1,0
25,189.0,76.0,37,0,0,0,0,16,1,0
28,165.0,66.0,7,0,0,0,0,10,1,0
40,174.0,118.0,159,0,0,0,0,9,0,1
21,158.0,60.0,66,0,0,0,0,11,1,0
25,158.0,63.0,66,0,0,0,0,11,1,0
27,170.0,105.0,68,0,0,0,0,17,0,1
26,187.0,80.0,70,0,0,0,0,2,1,0
27,165.0,52.0,57,0,0,0,0,2,1,0
18,173.0,70.0,32,0,0,0,0,6,1,0
20,183.0,70.0,32,0,0,0,0,6,1,0
28,172.0,67.0,66,0,0,0,0,10,1,0
25,190.0,90.0,81,0,0,0,0,1,0,1
27,155.0,45.0,81,0,0,0,0,2,1,0
48,168.0,62.0,186,0,0,0,0,13,1,0
26,168.0,59.0,186,0,0,0,0,2,1,0
40,183.0,73.0,7,0,0,0,0,13,0,1
27,177.0,74.0,50,0,0,0,0,4,0,1
21,165.0,63.0,92,0,0,0,0,20,1,0
24,184.0,84.0,74,0,0,0,0,11,0,1
18,176.0,72.0,89,0,0,0,0,6,0,1
29,169.0,67.0,85,0,0,0,0,12,1,0
24,169.0,57.0,70,0,0,0,0,9,1,0
36,173.0,61.0,26,0,0,0,0,2,1,0
20,188.0,74.0,58,0,0,0,0,2,0,1
20,178.0,60.0,59,0,0,0,0,2,1,0
23,194.0,77.0,89,0,0,0,0,6,0,1
30,188.0,80.0,89,0,0,0,0,6,0,1
21,195.0,90.0,11,0,1,0,1,6,0,1
23,185.0,110.0,151,0,0,0,0,4,0,1
24,169.0,61.0,66,0,0,0,0,10,1,0
30,175.0,70.0,94,0,0,0,0,2,0,1
29,187.0,68.0,66,0,0,0,0,13,0,1
19,163.0,51.0,28,0,0,0,0,2,1,0
24,188.0,84.0,145,0,0,0,0,2,0,1
48,188.0,102.0,49,0,0,0,0,11,0,1
27,167.0,58.0,94,0,0,0,0,2,1,0
19,188.0,80.0,144,0,0,0,0,6,0,1
25,173.0,56.0,109,0,0,0,0,15,1,0
30,204.0,142.0,144,0,0,0,0,2,0,1
33,182.0,130.0,151,0,0,0,0,1,0,1
41,169.0,63.0,61,0,0,0,0,9,1,0
24,176.0,70.0,3,0,0,0,0,2,0,1
24,193.0,120.0,151,0,0,0,0,4,0,1
21,179.0,84.0,131,0,0,0,0,2,0,1
32,184.0,73.0,92,0,0,0,0,11,0,1
23,180.0,72.0,108,0,0,0,0,2,1,0
24,180.0,66.0,162,0,0,0,0,4,0,1
22,160.0,50.0,162,0,0,0,0,9,1,0
29,193.0,130.0,144,0,0,0,0,2,0,1
37,169.0,55.0,116,0,0,0,0,2,0,1
33,178.0,71.0,66,0,0,0,0,2,0,1
29,170.0,70.0,189,0,0,0,0,6,0,1
30,175.0,76.0,11,0,0,0,0,14,0,1
24,198.0,133.0,111,0,0,0,0,1,0,1
24,187.0,87.0,57,0,0,0,0,3,0,1
26,160.0,57.0,186,0,0,1,1,1,1,0
28,169.0,63.0,70,0,0,0,0,1,1,0
26,180.0,65.0,52,0,0,0,0,16,1,0
23,185.0,90.0,95,0,0,0,0,1,0,1
21,184.0,100.0,174,0,0,0,0,2,0,1
26,154.0,59.0,187,0,0,0,0,9,1,0
24,175.0,81.0,13,0,0,0,0,1,0,1
30,180.0,90.0,13,0,0,0,0,1,0,1
23,166.0,61.0,145,0,0,0,0,2,1,0
25,154.0,57.0,92,0,0,0,0,10,1,0
21,199.0,99.0,62,0,0,0,0,6,0,1
25,180.0,69.0,62,0,0,0,0,6,1,0
20,191.0,82.0,186,0,0,0,0,2,0,1
25,173.0,61.0,76,0,0,0,0,2,0,1
18,190.0,91.0,121,0,0,0,0,3,0,1
28,184.0,66.0,58,0,0,0,0,15,0,1
24,156.0,59.0,172,0,0,0,0,15,1,0
27,173.0,60.0,39,0,0,0,0,2,1,0
24,162.0,56.0,150,0,0,0,0,10,1,0
26,157.0,55.0,186,0,0,0,0,4,0,1
22,173.0,154.0,186,0,0,0,0,17,1,0
19,170.0,80.0,155,0,0,0,0,6,0,1
34,192.0,88.0,159,0,0,0,0,6,0,1
27,198.0,113.0,186,0,0,0,0,3,0,1
25,185.0,100.0,61,0,0,0,0,2,0,1
26,175.0,68.0,36,0,0,0,0,20,0,1
23,174.0,67.0,54,0,0,0,0,19,0,1
28,150.0,55.0,187,0,0,0,0,4,0,1
27,179.0,71.0,57,0,0,0,0,7,0,1
34,165.0,63.0,151,0,0,0,0,4,1,0
27,165.0,57.0,116,0,0,0,0,2,0,1
27,159.0,52.0,150,0,0,0,0,10,1,0
34,191.0,100.0,165,0,0,0,0,11,0,1
24,175.0,80.0,189,0,0,0,0,20,0,1
29,184.0,80.0,144,0,0,0,0,2,0,1
26,182.0,60.0,89,0,0,0,0,6,0,1
36,177.0,67.0,145,0,0,0,0,11,0,1
25,180.0,84.0,29,0,0,0,0,4,0,1
18,175.0,67.0,119,0,0,0,0,6,1,0
32,168.0,52.0,186,0,0,0,0,9,1,0
48,183.0,88.0,11,0,0,0,0,9,0,1
27,170.0,62.0,168,0,0,0,0,6,1,0
33,181.0,81.0,151,0,0,0,0,20,0,1
24,195.0,83.0,162,0,0,0,0,6,0,1
32,182.0,75.0,12,0,0,0,0,7,0,1
28,181.0,75.0,81,0,0,0,0,22,0,1
28,167.0,53.0,26,0,0,0,0,22,1,0
29,178.0,85.0,42,0,0,0,0,2,0,1
21,186.0,84.0,68,0,0,0,0,4,0,1
23,183.0,67.0,135,0,0,0,0,6,1,0
39,186.0,115.0,24,0,0,0,0,2,0,1
21,178.0,71.0,52,0,0,0,0,16,1,0
33,170.0,71.0,167,0,0,1,1,14,0,1
18,182.0,72.0,57,0,0,0,0,2,0,1
27,165.0,65.0,186,0,0,0,0,18,1,0
32,185.0,68.0,11,0,0,0,0,13,0,1
25,176.0,62.0,66,0,0,0,0,15,0,1
31,163.0,50.0,57,0,0,0,0,2,1,0
24,173.0,65.0,32,0,0,0,0,2,1,0
29,190.0,135.0,11,0,0,0,0,2,0,1
27,186.0,75.0,70,0,1,0,1,15,0,1
38,182.0,79.0,57,0,0,0,0,13,0,1
35,177.0,78.0,57,0,0,0,0,3,0,1
29,176.0,68.0,69,0,0,0,0,2,1,0
28,178.0,74.0,0,0,0,0,0,2,0,1
21,161.0,51.0,116,0,0,0,0,9,1,0
26,157.0,59.0,23,0,0,0,0,2,1,0
35,173.0,70.0,57,0,0,0,0,11,0,1
25,166.0,60.0,67,0,0,0,0,2,1,0
24,170.0,77.0,8,0,0,0,0,17,0,1
23,172.0,90.0,81,0,0,0,0,2,1,0
23,178.0,63.0,57,0,0,0,0,2,0,1
44,172.0,70.0,151,1,0,0,1,9,0,1
25,172.0,59.0,151,0,0,0,0,2,1,0
24,179.0,64.0,151,0,0,0,0,6,1,0
27,175.0,75.0,49,0,0,0,0,9,1,0
25,180.0,72.0,24,0,0,0,0,4,1,0
26,172.0,60.0,94,0,0,0,0,2,0,1
21,176.0,67.0,49,0,0,0,0,2,0,1
30,164.0,57.0,93,0,0,0,0,2,1,0
34,170.0,70.0,184,0,0,0,0,11,1,0
27,170.0,55.0,49,0,0,0,0,2,1,0
25,186.0,67.0,32,0,0,0,0,2,0,1
36,202.0,90.0,89,0,0,0,0,16,0,1
24,170.0,68.0,151,0,0,0,0,9,1,0
28,186.0,81.0,144,0,0,0,0,2,0,1
29,170.0,66.0,9,0,0,0,0,1,0,1
28,189.0,92.0,58,0,0,0,0,2,0,1
31,195.0,95.0,149,0,0,0,0,3,0,1
25,170.0,71.0,186,0,0,0,0,3,1,0
28,178.0,77.0,14,0,0,0,0,2,0,1
22,190.0,90.0,179,0,0,0,0,6,0,1
31,182.0,68.0,151,0,0,0,0,16,1,0
30,162.0,48.0,144,0,0,0,0,4,1,0
30,177.0,80.0,24,0,0,0,0,2,1,0
25,184.0,65.0,72,0,0,0,0,6,1,0
24,180.0,81.0,169,0,0,0,0,2,0,1
26,166.0,50.0,93,0,0,0,0,2,1,0
28,184.0,85.0,92,0,0,1,1,6,0,1
36,174.0,70.0,92,0,0,0,0,9,0,1
24,162.0,57.0,92,1,0,0,1,1,1,0
26,168.0,60.0,92,0,0,0,0,4,0,1
22,168.0,65.0,92,0,0,0,0,6,1,0
21,166.0,57.0,92,0,0,0,0,6,1,0
24,168.0,75.0,92,0,0,0,0,19,0,1
18,189.0,83.0,61,0,0,0,0,6,0,1
22,164.0,55.0,168,0,0,0,0,4,1,0
22,198.0,120.0,151,0,0,0,0,4,0,1
37,172.0,60.0,70,0,0,0,0,6,1,0
21,170.0,68.0,70,0,0,0,0,10,1,0
25,178.0,86.0,29,0,0,0,0,2,1,0
32,165.0,80.0,72,0,0,0,0,9,0,1
26,168.0,57.0,12,0,0,0,0,13,1,0
21,188.0,73.0,16,0,0,0,0,1,0,1
36,169.0,53.0,150,0,0,0,0,2,1,0
32,191.0,109.0,12,0,0,0,0,2,0,1
20,185.0,75.0,62,0,0,0,0,2,0,1
35,167.0,50.0,151,0,0,0,0,2,1,0
32,175.0,54.0,12,0,0,0,0,2,1,0
23,195.0,102.0,57,0,0,0,0,20,0,1
29,190.0,90.0,184,0,0,0,0,2,0,1
23,161.0,51.0,89,0,0,0,0,8,1,0
22,168.0,58.0,32,0,0,0,0,6,1,0
21,188.0,83.0,11,0,0,0,0,2,0,1
22,173.0,58.0,32,0,0,0,0,22,1,0
26,170.0,57.0,66,0,0,0,0,6,1,0
21,154.0,53.0,66,0,0,0,0,2,1,0
26,180.0,70.0,11,0,0,0,0,7,0,1
33,177.0,64.0,66,0,0,0,0,2,1,0
19,180.0,82.0,32,0,0,0,0,19,0,1
29,168.0,72.0,11,0,0,0,0,3,1,0
20,172.0,66.0,32,0,0,0,0,5,0,1
30,188.0,70.0,66,0,0,0,0,2,0,1
23,173.0,68.0,186,0,0,0,0,2,1,0
20,180.0,74.0,186,0,0,1,1,5,0,1
24,168.0,69.0,11,0,0,1,1,20,1,0
19,170.0,77.0,90,0,0,0,0,2,0,1
18,185.0,85.0,11,0,0,0,0,6,0,1
24,180.0,78.0,186,0,0,0,0,6,0,1
29,195.0,87.0,66,0,0,0,0,16,0,1
27,180.0,79.0,66,0,0,0,0,11,0,1
26,168.0,64.0,11,0,0,0,0,10,1,0
30,173.0,60.0,135,0,0,0,0,29,1,0
21,175.0,71.0,66,0,0,0,0,9,1,0
30,170.0,59.0,186,0,0,0,0,2,1,0
28,173.0,79.0,66,0,0,0,0,19,0,1
20,188.0,86.0,11,0,0,0,0,6,0,1
23,162.0,60.0,66,0,0,0,0,1,0,1
20,195.0,85.0,11,0,0,0,0,6,0,1
33,193.0,101.0,186,0,0,0,0,16,0,1
26,172.0,52.0,11,0,0,0,0,2,1,0
20,158.0,155.0,178,0,0,0,0,2,1,0
24,198.0,100.0,186,1,0,0,1,6,0,1
31,178.0,64.0,32,0,0,0,0,8,0,1
17,170.0,60.0,84,0,0,0,0,6,1,0
15,180.0,70.0,52,0,0,0,0,6,1,0
27,189.0,87.0,135,0,0,0,0,6,0,1
24,173.0,69.0,186,0,0,0,0,2,1,0
31,170.0,64.0,186,0,0,0,0,11,0,1
25,173.0,52.0,11,0,0,0,0,2,0,1
30,183.0,88.0,186,0,0,0,0,9,0,1
22,180.0,70.0,186,0,0,0,0,2,0,1
19,172.0,71.0,15,0,0,0,0,6,0,1
23,180.0,72.0,150,0,0,0,0,6,1,0
28,165.0,72.0,11,0,0,1,1,20,1,0
19,172.0,70.0,66,0,0,0,0,5,0,1
20,161.0,55.0,143,0,0,0,0,6,1,0
23,184.0,61.0,55,0,0,0,0,2,0,1
22,163.0,55.0,116,0,0,0,0,6,1,0
28,196.0,84.0,151,0,0,0,0,19,0,1
24,178.0,75.0,186,0,0,0,0,2,0,1
27,178.0,76.0,70,0,0,0,0,6,0,1
30,173.0,59.0,111,0,0,0,0,2,0,1
23,165.0,51.0,55,0,0,0,0,2,1,0
21,172.0,80.0,54,0,0,0,0,9,0,1
27,173.0,66.0,162,0,0,0,0,1,0,1
27,183.0,74.0,165,0,0,0,0,6,0,1
15,172.0,64.0,108,1,0,0,1,6,1,0
25,180.0,84.0,38,0,0,0,0,2,0,1
21,178.0,65.0,52,0,0,0,0,2,0,1
27,187.0,75.0,62,0,0,0,0,2,0,1
30,189.0,100.0,22,0,0,0,0,1,0,1
26,170.0,57.0,32,0,0,0,0,1,1,0
25,158.0,55.0,139,0,0,0,0,2,1,0
25,182.0,74.0,185,0,0,0,0,6,0,1
39,166.0,61.0,50,0,0,0,0,11,1,0
19,170.0,65.0,189,0,0,0,0,2,0,1
29,182.0,57.0,70,0,0,0,0,2,1,0
33,178.0,71.0,24,0,0,0,0,22,0,1
31,186.0,110.0,49,0,0,0,0,2,0,1
32,182.0,78.0,57,0,0,0,0,2,0,1
28,192.0,84.0,179,0,0,0,0,6,0,1
29,178.0,67.0,68,0,0,0,0,2,1,0
25,183.0,72.0,184,0,0,0,0,2,0,1
25,188.0,72.0,186,0,0,0,0,11,0,1
25,173.0,58.0,26,0,0,0,0,6,1,0
31,180.0,90.0,89,0,0,0,0,1,0,1
34,180.0,65.0,151,0,0,0,0,15,0,1
23,178.0,69.0,81,0,0,0,0,3,1,0
39,188.0,88.0,186,0,0,0,0,11,0,1
26,159.0,59.0,67,0,0,0,0,4,1,0
15,160.0,49.0,116,0,0,0,0,5,1,0
22,154.0,48.0,26,1,0,0,1,1,1,0
21,178.0,74.0,151,0,0,0,0,2,0,1
26,183.0,70.0,70,0,0,0,0,6,1,0
27,168.0,50.0,59,0,0,0,0,2,1,0
25,180.0,70.0,81,0,0,0,0,1,1,0
24,189.0,76.0,131,0,0,0,0,2,0,1
22,182.0,80.0,98,0,0,0,0,6,0,1
26,178.0,63.0,89,0,0,0,0,2,0,1
29,171.0,60.0,150,0,0,0,0,2,1,0
24,178.0,75.0,186,0,0,0,0,6,0,1
31,166.0,56.0,70,0,0,0,0,13,1,0
25,190.0,85.0,62,0,0,0,0,6,0,1
21,163.0,55.0,45,0,0,0,0,6,1,0
23,162.0,48.0,179,0,0,0,0,4,1,0
23,180.0,70.0,37,0,0,0,0,16,1,0
30,184.0,81.0,24,0,0,0,0,2,1,0
31,162.0,48.0,37,0,0,0,0,12,1,0
24,170.0,56.0,37,0,0,0,0,22,1,0
32,185.0,79.0,144,0,0,0,0,11,0,1
42,162.0,50.0,186,0,0,0,0,13,1,0
20,175.0,65.0,70,0,0,0,0,6,1,0
32,167.0,63.0,144,0,0,0,0,4,1,0
24,190.0,85.0,144,0,0,0,0,2,0,1
33,173.0,70.0,116,0,0,0,0,13,0,1
27,194.0,70.0,66,0,0,0,0,16,1,0
30,177.0,59.0,62,0,0,0,0,13,1,0
21,173.0,66.0,135,0,0,0,0,10,1,0
24,155.0,54.0,93,0,0,0,0,9,1,0
26,165.0,51.0,186,0,0,0,0,2,1,0
17,183.0,73.0,49,0,0,0,0,6,0,1
27,166.0,70.0,11,0,0,0,0,2,1,0
30,178.0,69.0,89,0,0,0,0,11,1,0
33,171.0,65.0,116,0,0,0,0,11,0,1
21,190.0,80.0,22,0,0,0,0,16,1,0
45,169.0,97.0,149,0,0,0,0,9,1,0
23,172.0,78.0,114,0,0,0,0,19,0,1
23,176.0,63.0,46,0,0,0,0,11,1,0
28,179.0,80.0,46,0,0,0,0,9,0,1
25,165.0,59.0,56,0,0,0,0,9,1,0
23,195.0,86.0,24,0,0,0,0,2,0,1
32,195.0,115.0,151,0,1,0,1,1,0,1
24,202.0,106.0,151,0,0,0,0,16,0,1
36,201.0,145.0,24,0,0,0,0,2,0,1
30,180.0,96.0,151,0,0,0,0,2,1,0
39,161.0,48.0,93,0,0,0,0,2,1,0
26,170.0,65.0,144,0,0,0,0,19,1,0
30,173.0,65.0,70,0,0,0,0,7,0,1
26,182.0,75.0,11,0,0,0,0,2,0,1
46,168.0,57.0,144,0,0,0,0,13,1,0
25,171.0,70.0,179,0,0,0,0,1,1,0
39,191.0,88.0,186,0,0,0,0,2,0,1
